Date,Action,Symbol,Description,Quantity,Price,fees_and_comm,Amount,
5/14/21,Buy to Close,RBLX 05/14/2021 71.00 C,CALL ROBLOX CORP $71 EXP 05/14/21,1,1.07,0.65,-107.65,
5/14/21,Sell to Open,PTON 05/21/2021 100.00 C,CALL PELOTON INTERACTIVE$100 EXP 05/21/21,1,1.49,0.65,148.35,
5/14/21,Buy to Close,PTON 05/14/2021 89.00 C,CALL PELOTON INTERACTIVE$89 EXP 05/14/21,1,6.91,0.65,-691.65,
5/14/21,Sell to Open,PTON 05/21/2021 100.00 C,CALL PELOTON INTERACTIVE$100 EXP 05/21/21,1,1.49,0.65,148.35,
5/14/21,Buy to Close,PTON 05/14/2021 89.00 C,CALL PELOTON INTERACTIVE$89 EXP 05/14/21,1,6.91,0.65,-691.65,
5/14/21,Sell to Open,PTON 05/21/2021 100.00 C,CALL PELOTON INTERACTIVE$100 EXP 05/21/21,1,1.49,0.65,148.35,
5/14/21,Buy to Close,PTON 05/14/2021 89.00 C,CALL PELOTON INTERACTIVE$89 EXP 05/14/21,1,6.91,0.65,-691.65,
5/14/21,Sell to Open,PINS 05/21/2021 60.00 C,CALL PINTEREST INC $60 EXP 05/21/21,1,0.82,0.65,81.35,
5/14/21,Buy to Close,PINS 05/14/2021 65.00 C,CALL PINTEREST INC $65 EXP 05/14/21,1,0.01,,-1,
5/14/21,Buy to Close,ETSY 05/14/2021 172.50 C,CALL ETSY INC $172.5 EXP 05/14/21,1,0.03,,-3,
5/14/21,Sell to Open,ETSY 05/21/2021 167.50 C,CALL ETSY INC $167.5 EXP 05/21/21,1,2.64,0.65,263.35,
05/10/2021 as of 05/07/2021,Expired,RH 05/07/2021 745.00 C,CALL RH $745 EXP 05/07/21,1,,,,
05/10/2021 as of 05/07/2021,Expired,SQ 05/07/2021 265.00 C,CALL SQUARE INC $265 EXP 05/07/21,1,,,,
5/7/21,Buy,SDC,SMILEDIRECTCLUB INC CLASS A,500,8.4,,-4200,
5/7/21,Sell to Open,SDC 05/14/2021 9.00 C,CALL SMILEDIRECTCLUB INC$9 EXP 05/14/21,5,0.14,3.3,66.7,
5/7/21,Buy,SDC,SMILEDIRECTCLUB INC CLASS A,500,8.4,,-4200,
5/7/21,Sell to Open,SDC 05/14/2021 9.00 C,CALL SMILEDIRECTCLUB INC$9 EXP 05/14/21,5,0.14,3.3,66.7,
5/7/21,Sell to Open,PINS 05/14/2021 65.00 C,CALL PINTEREST INC $65 EXP 05/14/21,1,0.15,0.65,14.35,
5/7/21,Buy to Close,PINS 05/07/2021 73.00 C,CALL PINTEREST INC $73 EXP 05/07/21,1,0.01,,-1,
5/7/21,Sell to Open,ABT 05/14/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 05/14/21,1,0.7,0.65,69.35,
5/7/21,Buy to Close,ABT 05/07/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 05/07/21,1,0.03,,-3,
5/7/21,Sell to Open,ABT 05/14/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 05/14/21,1,0.7,0.65,69.35,
5/7/21,Buy to Close,ABT 05/07/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 05/07/21,1,0.03,,-3,
5/7/21,Sell to Open,ETSY 05/14/2021 172.50 C,CALL ETSY INC $172.5 EXP 05/14/21,1,1.47,0.65,146.35,
5/7/21,Buy to Close,ETSY 05/07/2021 210.00 C,CALL ETSY INC $210 EXP 05/07/21,1,0.01,,-1,
5/7/21,Sell to Open,RBLX 05/14/2021 71.00 C,CALL ROBLOX CORP $71 EXP 05/14/21,1,2.3,0.65,229.35,
5/7/21,Buy to Close,RBLX 05/07/2021 75.00 C,CALL ROBLOX CORP $75 EXP 05/07/21,1,0.01,,-1,
5/7/21,Buy to Close,PTON 05/07/2021 100.00 C,CALL PELOTON INTERACTIVE$100 EXP 05/07/21,2,0.01,0.03,-2.03,
5/7/21,Sell to Open,PTON 05/14/2021 89.00 C,CALL PELOTON INTERACTIVE$89 EXP 05/14/21,2,1.32,1.33,262.67,
5/7/21,Buy to Close,PTON 05/07/2021 100.00 C,CALL PELOTON INTERACTIVE$100 EXP 05/07/21,1,0.01,,-1,
5/7/21,Sell to Open,PTON 05/14/2021 89.00 C,CALL PELOTON INTERACTIVE$89 EXP 05/14/21,1,1.32,0.65,131.35,
4/30/21,Sell to Open,PINS 05/07/2021 73.00 C,CALL PINTEREST INC $73 EXP 05/07/21,1,0.26,0.65,25.35,
4/30/21,Buy to Close,PINS 04/30/2021 80.00 C,CALL PINTEREST INC $80 EXP 04/30/21,1,0.01,,-1,
4/30/21,Sell to Open,SQ 05/07/2021 265.00 C,CALL SQUARE INC $265 EXP 05/07/21,1,3.51,0.65,350.35,
4/30/21,Buy to Close,SQ 04/30/2021 270.00 C,CALL SQUARE INC $270 EXP 04/30/21,1,0.01,,-1,
4/30/21,Buy to Close,PTON 04/30/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/30/21,2,0.02,0.03,-4.03,
4/30/21,Sell to Open,PTON 05/07/2021 100.00 C,CALL PELOTON INTERACTIVE$100 EXP 05/07/21,2,3.91,1.33,780.67,
4/30/21,Buy to Close,PTON 04/30/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/30/21,1,0.02,,-2,
4/30/21,Sell to Open,PTON 05/07/2021 100.00 C,CALL PELOTON INTERACTIVE$100 EXP 05/07/21,1,3.91,0.65,390.35,
4/30/21,Sell to Open,RBLX 05/07/2021 75.00 C,CALL ROBLOX CORP $75 EXP 05/07/21,1,2.11,0.65,210.35,
4/30/21,Buy to Close,RBLX 04/30/2021 74.00 C,CALL ROBLOX CORP $74 EXP 04/30/21,1,0.9,0.65,-90.65,
4/30/21,Sell to Open,RH 05/07/2021 745.00 C,CALL RH $745 EXP 05/07/21,1,1.94,0.65,193.35,
4/30/21,Buy to Close,RH 04/30/2021 710.00 C,CALL RH $710 EXP 04/30/21,1,0.28,0.65,-28.65,
4/30/21,Sell to Open,ETSY 05/07/2021 210.00 C,CALL ETSY INC $210 EXP 05/07/21,1,6.16,0.65,615.35,
4/30/21,Buy to Close,ETSY 04/30/2021 230.00 C,CALL ETSY INC $230 EXP 04/30/21,1,0.01,,-1,
4/30/21,Sell to Open,ABT 05/07/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 05/07/21,2,0.59,1.33,116.67,
4/30/21,Buy to Close,ABT 04/30/2021 125.00 C,CALL ABBOTT LABORATORIES$125 EXP 04/30/21,2,0.01,0.03,-2.03,
4/29/21,Margin Interest,,INTEREST 03/30THRU 04/28,,,,-55.43,
4/23/21,Sell to Open,RBLX 04/30/2021 74.00 C,CALL ROBLOX CORP $74 EXP 04/30/21,1,1.63,0.65,162.35,
4/23/21,Buy to Close,RBLX 04/23/2021 72.00 C,CALL ROBLOX CORP $72 EXP 04/23/21,1,0.35,0.65,-35.65,
4/23/21,Wire Sent,,WIRED FUNDS DISBURSED,,,,-120000,
4/23/21,Misc Cash Entry,,WAIVE WIRE FEE,,,,15,
4/23/21,Service Fee,,WIRED FUNDS FEE,,,,-15,
4/22/21,Sell to Open,RH 04/30/2021 710.00 C,CALL RH $710 EXP 04/30/21,1,0.8,0.65,79.35,
4/22/21,Buy to Close,RH 04/23/2021 650.00 C,CALL RH $650 EXP 04/23/21,1,16.9,0.65,-1690.65,
4/22/21,Sell to Open,SQ 04/30/2021 270.00 C,CALL SQUARE INC $270 EXP 04/30/21,1,2.71,0.65,270.35,
4/22/21,Buy to Close,SQ 04/23/2021 285.00 C,CALL SQUARE INC $285 EXP 04/23/21,1,0.04,,-4,
4/22/21,Buy to Close,PTON 04/23/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/23/21,1,0.64,0.65,-64.65,
4/22/21,Sell to Open,PTON 04/30/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/30/21,1,2.56,0.65,255.35,
4/22/21,Sell to Open,PINS 04/30/2021 80.00 C,CALL PINTEREST INC $80 EXP 04/30/21,1,3.02,0.65,301.35,
4/22/21,Buy to Close,PINS 04/23/2021 89.00 C,CALL PINTEREST INC $89 EXP 04/23/21,1,0.04,,-4,
4/22/21,Sell to Open,PTON 04/30/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/30/21,1,2.57,0.65,256.35,
4/22/21,Buy to Close,PTON 04/23/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/23/21,1,0.65,0.65,-65.65,
4/22/21,Sell to Open,PTON 04/30/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/30/21,1,2.57,0.65,256.35,
4/22/21,Buy to Close,PTON 04/23/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/23/21,1,0.65,0.65,-65.65,
4/22/21,Sell to Open,ETSY 04/30/2021 230.00 C,CALL ETSY INC $230 EXP 04/30/21,1,1.58,0.65,157.35,
4/22/21,Buy to Close,ETSY 04/23/2021 210.00 C,CALL ETSY INC $210 EXP 04/23/21,1,5.28,0.65,-528.65,
4/22/21,Sell to Open,ABT 04/30/2021 125.00 C,CALL ABBOTT LABORATORIES$125 EXP 04/30/21,1,1.19,0.65,118.35,
4/22/21,Buy to Close,ABT 04/23/2021 124.00 C,CALL ABBOTT LABORATORIES$124 EXP 04/23/21,1,0.92,0.65,-92.65,
4/22/21,Sell to Open,ABT 04/30/2021 125.00 C,CALL ABBOTT LABORATORIES$125 EXP 04/30/21,1,1.19,0.65,118.35,
4/22/21,Buy to Close,ABT 04/23/2021 124.00 C,CALL ABBOTT LABORATORIES$124 EXP 04/23/21,1,0.92,0.65,-92.65,
4/20/21,Buy to Close,PTON 04/23/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 04/23/21,3,0.04,0.04,-12.04,
4/20/21,Sell to Open,PTON 04/23/2021 107.00 C,CALL PELOTON INTERACTIVE$107 EXP 04/23/21,3,2.35,1.99,703.01,
4/20/21,Buy to Close,RBLX 04/23/2021 83.00 C,CALL ROBLOX CORP $83 EXP 04/23/21,1,0.11,0.65,-11.65,
4/20/21,Sell to Open,RBLX 04/23/2021 72.00 C,CALL ROBLOX CORP $72 EXP 04/23/21,1,0.89,0.65,88.35,
4/20/21,Buy to Close,ETSY 04/23/2021 225.00 C,CALL ETSY INC $225 EXP 04/23/21,1,0.35,0.65,-35.65,
4/20/21,Sell to Open,ETSY 04/23/2021 210.00 C,CALL ETSY INC $210 EXP 04/23/21,1,2.74,0.65,273.35,
04/16/2021 as of 04/15/2021,Bank Interest,,BANK INT …1621-041521 SCHWAB BANK,,,,0.05,
4/15/21,Sell to Open,BCRX 05/21/2021 15.00 C,CALL BIOCRYST PHARMACEUT$15 EXP 05/21/21,25,0.33,16.58,808.42,
4/15/21,Buy to Close,BCRX 04/16/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 04/16/21,25,1.28,16.58,-3216.58,
4/15/21,Buy to Close,PTON 04/16/2021 121.00 C,CALL PELOTON INTERACTIVE$121 EXP 04/16/21,1,0.69,0.65,-69.65,
4/15/21,Sell to Open,PTON 04/23/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 04/23/21,1,1.43,0.65,142.35,
4/15/21,Buy to Close,PTON 04/16/2021 121.00 C,CALL PELOTON INTERACTIVE$121 EXP 04/16/21,1,0.68,0.65,-68.65,
4/15/21,Sell to Open,PTON 04/23/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 04/23/21,1,1.42,0.65,141.35,
4/15/21,Buy to Close,PTON 04/16/2021 121.00 C,CALL PELOTON INTERACTIVE$121 EXP 04/16/21,1,0.69,0.65,-69.65,
4/15/21,Sell to Open,PTON 04/23/2021 125.00 C,CALL PELOTON INTERACTIVE$125 EXP 04/23/21,1,1.43,0.65,142.35,
4/15/21,Sell to Open,SQ 04/23/2021 285.00 C,CALL SQUARE INC $285 EXP 04/23/21,1,1.61,0.65,160.35,
4/15/21,Buy to Close,SQ 04/16/2021 280.00 C,CALL SQUARE INC $280 EXP 04/16/21,1,0.22,0.65,-22.65,
4/15/21,Buy to Close,RH 04/16/2021 650.00 C,CALL RH $650 EXP 04/16/21,1,0.33,0.65,-33.65,
4/15/21,Sell to Open,RH 04/23/2021 650.00 C,CALL RH $650 EXP 04/23/21,1,3.06,0.65,305.35,
4/15/21,Sell to Open,RBLX 04/23/2021 83.00 C,CALL ROBLOX CORP $83 EXP 04/23/21,1,1.88,0.65,187.35,
4/15/21,Buy to Close,RBLX 04/16/2021 76.00 C,CALL ROBLOX CORP $76 EXP 04/16/21,1,3.38,0.65,-338.65,
4/15/21,Buy to Close,PINS 04/16/2021 87.00 C,CALL PINTEREST INC $87 EXP 04/16/21,1,0.17,0.65,-17.65,
4/15/21,Sell to Open,PINS 04/23/2021 89.00 C,CALL PINTEREST INC $89 EXP 04/23/21,1,0.79,0.65,78.35,
4/15/21,Buy to Close,ETSY 04/16/2021 220.00 C,CALL ETSY INC $220 EXP 04/16/21,1,1.94,0.65,-194.65,
4/15/21,Sell to Open,ETSY 04/23/2021 225.00 C,CALL ETSY INC $225 EXP 04/23/21,1,3.6,0.65,359.35,
4/15/21,Buy to Close,ATEC 04/16/2021 17.50 C,CALL ALPHATEC HOLDINGS $17.5 EXP 04/16/21,1,0.12,0.65,-12.65,
4/15/21,Sell to Open,ATEC 05/21/2021 20.00 C,CALL ALPHATEC HOLDINGS $20 EXP 05/21/21,1,0.55,0.65,54.35,
4/15/21,Buy to Close,ABT 04/16/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 04/16/21,2,3.1,1.33,-621.33,
4/15/21,Sell to Open,ABT 04/23/2021 124.00 C,CALL ABBOTT LABORATORIES$124 EXP 04/23/21,2,2.09,1.33,416.67,
4/13/21,Sell,PYPL,PAYPAL HOLDINGS INCORPOR,100,273.3,0.14,27329.62,
4/13/21,Buy to Close,PYPL 05/07/2021 270.00 C,CALL PAYPAL HOLDINGS INC$270 EXP 05/07/21,1,13.85,0.65,-1385.65,
4/13/21,Sell,AMZN,AMAZON.COM INC,8,3428.3,0.14,27426.22,
4/13/21,Sell,AMZN,AMAZON.COM INC,1,3428.3,0.02,3428.28,
4/13/21,Sell,AMZN,AMAZON.COM INC,3,3428.3,0.05,10284.84,
4/13/21,Sell to Close,NIO 01/21/2022 40.00 C,CALL N I O INC $40 EXP 01/21/22,10,8.3,6.67,8293.33,
4/13/21,Sell,DXCM,DEXCOM INC,1,387.25,,387.25,
4/13/21,Sell,DXCM,DEXCOM INC,18,387.25,0.04,6970.46,
4/13/21,Sell,DXCM,DEXCOM INC,18,387.25,0.04,6970.46,
4/13/21,Sell,DXCM,DEXCOM INC,3,387.25,0.01,1161.74,
4/13/21,Buy to Close,SDC 04/16/2021 10.50 C,CALL SMILEDIRECTCLUB INC$10.5 EXP 04/16/21,5,0.13,3.3,-68.3,
4/13/21,Sell,SDC,SMILEDIRECTCLUB INC CLASS A,500,10.22,0.03,5111.47,
4/9/21,Sell to Open,RH 04/16/2021 650.00 C,CALL RH $650 EXP 04/16/21,1,2.04,0.65,203.35,
4/9/21,Buy to Close,RH 04/09/2021 620.00 C,CALL RH $620 EXP 04/09/21,1,0.01,,-1,
4/9/21,Buy to Close,ABT 04/09/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 04/09/21,1,0.17,0.65,-17.65,
4/9/21,Sell to Open,ABT 04/16/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 04/16/21,1,0.6,0.65,59.35,
4/9/21,Buy to Close,ABT 04/09/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 04/09/21,1,0.17,0.65,-17.65,
4/9/21,Sell to Open,ABT 04/16/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 04/16/21,1,0.6,0.65,59.35,
4/9/21,Sell to Open,PYPL 05/07/2021 270.00 C,CALL PAYPAL HOLDINGS INC$270 EXP 05/07/21,1,10.21,0.66,1020.34,
4/9/21,Buy to Close,PYPL 04/30/2021 240.00 C,CALL PAYPAL HOLDINGS INC$240 EXP 04/30/21,1,27.71,0.65,-2771.65,
4/9/21,Sell to Close,SFIX 06/18/2021 100.00 C,CALL STITCH FIX INC $100 EXP 06/18/21,2,0.46,1.33,90.67,
4/9/21,Buy to Close,SFIX 04/09/2021 60.00 C,CALL STITCH FIX INC $60 EXP 04/09/21,2,0.02,0.03,-4.03,
4/9/21,Buy to Close,SDC 04/09/2021 10.50 C,CALL SMILEDIRECTCLUB INC$10.5 EXP 04/09/21,5,0.01,0.05,-5.05,
4/9/21,Sell to Open,SDC 04/16/2021 10.50 C,CALL SMILEDIRECTCLUB INC$10.5 EXP 04/16/21,5,0.21,3.3,101.7,
4/9/21,Sell to Open,SQ 04/16/2021 280.00 C,CALL SQUARE INC $280 EXP 04/16/21,1,1.93,0.65,192.35,
4/9/21,Buy to Close,SQ 04/09/2021 260.00 C,CALL SQUARE INC $260 EXP 04/09/21,1,4.7,0.65,-470.65,
4/9/21,Buy to Close,RBLX 04/09/2021 71.00 C,CALL ROBLOX CORP $71 EXP 04/09/21,1,2.71,0.65,-271.65,
4/9/21,Sell to Open,RBLX 04/16/2021 76.00 C,CALL ROBLOX CORP $76 EXP 04/16/21,1,1.43,0.65,142.35,
4/9/21,Buy to Close,PTON 04/09/2021 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 04/09/21,3,10.15,1.99,-3046.99,
4/9/21,Sell to Open,PTON 04/16/2021 121.00 C,CALL PELOTON INTERACTIVE$121 EXP 04/16/21,3,3.2,1.99,958.01,
4/9/21,Sell to Open,PINS 04/16/2021 87.00 C,CALL PINTEREST INC $87 EXP 04/16/21,1,1.76,0.65,175.35,
4/9/21,Buy to Close,PINS 04/09/2021 87.00 C,CALL PINTEREST INC $87 EXP 04/09/21,1,0.14,0.65,-14.65,
4/9/21,Sell to Open,ETSY 04/16/2021 220.00 C,CALL ETSY INC $220 EXP 04/16/21,1,5.02,0.65,501.35,
4/9/21,Buy to Close,ETSY 04/09/2021 210.00 C,CALL ETSY INC $210 EXP 04/09/21,1,7.64,0.65,-764.65,
4/7/21,Buy to Open,NIO 01/21/2022 40.00 C,CALL N I O INC $40 EXP 01/21/22,10,8.9,6.63,-8906.63,
4/7/21,Buy to Open,PINS 08/20/2021 85.00 C,CALL PINTEREST INC $85 EXP 08/20/21,1,12.06,0.65,-1206.65,
4/7/21,Sell to Open,PINS 04/09/2021 87.00 C,CALL PINTEREST INC $87 EXP 04/09/21,1,0.5,0.65,49.35,
4/7/21,Sell to Open,RH 04/09/2021 620.00 C,CALL RH $620 EXP 04/09/21,1,0.95,0.65,94.35,
4/7/21,Sell,SANP,SANTO MINING CORP,100,0.01,,0.63,
4/7/21,Sell to Open,SDC 04/09/2021 10.50 C,CALL SMILEDIRECTCLUB INC$10.5 EXP 04/09/21,5,0.06,3.3,26.7,
4/7/21,Buy,RBLX,ROBLOX CORP CLASS A,100,70.84,,-7084,
4/7/21,Sell to Open,RBLX 04/09/2021 71.00 C,CALL ROBLOX CORP $71 EXP 04/09/21,1,1.29,0.65,128.35,
4/7/21,Sell to Open,SFIX 04/09/2021 60.00 C,CALL STITCH FIX INC $60 EXP 04/09/21,2,0.06,1.33,10.67,
4/7/21,Sell to Open,SQ 04/09/2021 260.00 C,CALL SQUARE INC $260 EXP 04/09/21,1,0.51,0.65,50.35,
4/7/21,Buy,SQ,SQUARE INC CLASS A,100,244.45,,-24444.67,
4/5/21,Sell to Open,PTON 04/09/2021 110.00 C,CALL PELOTON INTERACTIVE$110 EXP 04/09/21,3,2.7,1.99,808.01,
4/5/21,Sell to Open,ETSY 04/09/2021 210.00 C,CALL ETSY INC $210 EXP 04/09/21,1,1.4,0.65,139.35,
4/5/21,Sell to Open,ABT 04/09/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 04/09/21,2,0.85,1.33,168.67,
04/05/2021 as of 04/01/2021,Sell,NIO,N I O INC FSPONSORED ADR 1 ADR REPS ORD SHS,800,32,0.13,25599.87,
04/05/2021 as of 04/01/2021,Sell,TWTR,TWITTER INC,300,58,0.09,17399.91,
04/05/2021 as of 04/01/2021,Sell,PTON,PELOTON INTERACTIVE INC,300,105,0.16,31499.84,
04/05/2021 as of 04/01/2021,Sell Short,SQ,SQUARE INC CLASS A,100,215,0.11,21499.89,
04/05/2021 as of 04/01/2021,Sell,ETSY,ETSY INC,100,200,0.1,19999.9,
04/05/2021 as of 04/01/2021,Buy,PTON,PELOTON INTERACTIVE INC,300,109,,-32700,
04/05/2021 as of 04/01/2021,Expired,SFIX 04/01/2021 50.00 C,CALL STITCH FIX INC $50 EXP 04/01/21,2,,,,
04/05/2021 as of 04/01/2021,Expired,RH 04/01/2021 620.00 C,CALL RH $620 EXP 04/01/21,1,,,,
04/05/2021 as of 04/01/2021,Expired,SDC 04/01/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 04/01/21,5,,,,
04/05/2021 as of 04/01/2021,Expired,ABT 04/01/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 04/01/21,2,,,,
04/05/2021 as of 04/01/2021,Assigned,NIO 04/01/2021 32.00 C,CALL N I O INC $32 EXP 04/01/21,8,,,,
04/05/2021 as of 04/01/2021,Assigned,TWTR 04/01/2021 58.00 C,CALL TWITTER INC $58 EXP 04/01/21,3,,,,
04/05/2021 as of 04/01/2021,Assigned,PTON 04/01/2021 105.00 C,CALL PELOTON INTERACTIVE$105 EXP 04/01/21,3,,,,
04/05/2021 as of 04/01/2021,Assigned,SQ 04/01/2021 215.00 C,CALL SQUARE INC $215 EXP 04/01/21,1,,,,
04/05/2021 as of 04/01/2021,Assigned,ETSY 04/01/2021 200.00 C,CALL ETSY INC $200 EXP 04/01/21,1,,,,
04/05/2021 as of 04/01/2021,Exchange or Exercise,PTON 04/01/2021 109.00 C,CALL PELOTON INTERACTIVE$109 EXP 04/01/21,-3,,,,
3/30/21,Margin Interest,,INTEREST 02/25THRU 03/29,,,,-292.82,
3/30/21,Sell to Open,RH 04/01/2021 620.00 C,CALL RH $620 EXP 04/01/21,1,3.82,0.65,381.35,
3/30/21,Buy to Close,RH 04/01/2021 575.00 C,CALL RH $575 EXP 04/01/21,1,27.18,0.65,-2718.65,
3/30/21,Buy to Close,BCRX 04/16/2021 12.00 C,CALL BIOCRYST PHARMACEUT$12 EXP 04/16/21,25,0.23,16.58,-591.58,
3/30/21,Sell to Open,BCRX 04/16/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 04/16/21,25,0.7,16.59,1733.41,
3/30/21,Sell to Open,ATEC 04/16/2021 17.50 C,CALL ALPHATEC HOLDINGS $17.5 EXP 04/16/21,1,0.22,0.65,21.35,
3/30/21,Buy to Close,ATEC 04/16/2021 20.00 C,CALL ALPHATEC HOLDINGS $20 EXP 04/16/21,1,0.07,0.65,-7.65,
3/26/21,Sell to Open,SDC 04/01/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 04/01/21,1,0.2,0.65,19.35,
3/26/21,Buy to Close,SDC 03/26/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 03/26/21,1,0.04,,-4,
3/26/21,Sell to Open,SDC 04/01/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 04/01/21,1,0.2,0.65,19.35,
3/26/21,Buy to Close,SDC 03/26/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 03/26/21,1,0.04,,-4,
3/26/21,Sell to Open,SDC 04/01/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 04/01/21,1,0.2,0.65,19.35,
3/26/21,Buy to Close,SDC 03/26/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 03/26/21,1,0.04,,-4,
3/26/21,Sell to Open,SDC 04/01/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 04/01/21,1,0.2,0.65,19.35,
3/26/21,Buy to Close,SDC 03/26/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 03/26/21,1,0.04,,-4,
3/26/21,Sell to Open,SDC 04/01/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 04/01/21,1,0.2,0.65,19.35,
3/26/21,Buy to Close,SDC 03/26/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 03/26/21,1,0.04,,-4,
3/26/21,Buy to Close,SFIX 03/26/2021 50.00 C,CALL STITCH FIX INC $50 EXP 03/26/21,1,0.03,,-3,
3/26/21,Sell to Open,SFIX 04/01/2021 50.00 C,CALL STITCH FIX INC $50 EXP 04/01/21,1,0.89,0.65,88.35,
3/26/21,Buy to Close,SFIX 03/26/2021 50.00 C,CALL STITCH FIX INC $50 EXP 03/26/21,1,0.04,,-4,
3/26/21,Sell to Open,SFIX 04/01/2021 50.00 C,CALL STITCH FIX INC $50 EXP 04/01/21,1,0.9,0.65,89.35,
3/26/21,Sell to Open,PTON 04/01/2021 105.00 C,CALL PELOTON INTERACTIVE$105 EXP 04/01/21,1,3.86,0.65,385.35,
3/26/21,Buy to Close,PTON 03/26/2021 108.00 C,CALL PELOTON INTERACTIVE$108 EXP 03/26/21,1,0.19,0.65,-19.65,
3/26/21,Sell to Open,PTON 04/01/2021 105.00 C,CALL PELOTON INTERACTIVE$105 EXP 04/01/21,1,3.86,0.65,385.35,
3/26/21,Buy to Close,PTON 03/26/2021 108.00 C,CALL PELOTON INTERACTIVE$108 EXP 03/26/21,1,0.19,0.65,-19.65,
3/26/21,Sell to Open,ETSY 04/01/2021 200.00 C,CALL ETSY INC $200 EXP 04/01/21,1,5.65,0.65,564.35,
3/26/21,Buy to Close,ETSY 03/26/2021 205.00 C,CALL ETSY INC $205 EXP 03/26/21,1,0.1,0.65,-10.65,
3/26/21,Sell to Open,NIO 04/01/2021 32.00 C,CALL N I O INC $32 EXP 04/01/21,8,3.85,5.31,3074.69,
3/26/21,Buy to Close,NIO 03/26/2021 40.00 C,CALL N I O INC $40 EXP 03/26/21,8,0.01,0.09,-8.09,
3/26/21,Buy to Close,TWTR 03/26/2021 63.50 C,CALL TWITTER INC $63.5 EXP 03/26/21,3,0.03,0.04,-9.04,
3/26/21,Sell to Open,TWTR 04/01/2021 58.00 C,CALL TWITTER INC $58 EXP 04/01/21,3,3.05,1.99,913.01,
3/26/21,Sell to Open,PTON 04/01/2021 105.00 C,CALL PELOTON INTERACTIVE$105 EXP 04/01/21,1,3.86,0.65,385.35,
3/26/21,Buy to Close,PTON 03/26/2021 108.00 C,CALL PELOTON INTERACTIVE$108 EXP 03/26/21,1,0.19,0.65,-19.65,
3/26/21,Sell to Open,SQ 04/01/2021 215.00 C,CALL SQUARE INC $215 EXP 04/01/21,1,4.36,0.65,435.35,
3/26/21,Buy to Close,SQ 03/26/2021 215.00 C,CALL SQUARE INC $215 EXP 03/26/21,1,0.41,0.65,-41.65,
3/26/21,Sell to Open,RH 04/01/2021 575.00 C,CALL RH $575 EXP 04/01/21,1,16.5,0.66,1649.34,
3/26/21,Buy to Close,RH 03/26/2021 530.00 C,CALL RH $530 EXP 03/26/21,1,46.5,0.65,-4650.65,
3/26/21,Buy to Close,ABT 03/26/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 03/26/21,2,0.09,1.33,-19.33,
3/26/21,Sell to Open,ABT 04/01/2021 121.00 C,CALL ABBOTT LABORATORIES$121 EXP 04/01/21,2,0.82,1.33,162.67,
3/25/21,Buy to Close,PYPL 04/23/2021 247.50 C,CALL PAYPAL HOLDINGS INC$247.5 EXP 04/23/21,1,4.4,0.65,-440.65,
3/25/21,Sell to Open,PYPL 04/30/2021 240.00 C,CALL PAYPAL HOLDINGS INC$240 EXP 04/30/21,1,8.13,0.65,812.35,
